"","STATEFP","UrbanAreaNo","income","age","income.LowestQuintile","income.SecondQuintile","income.ThirdQuintile","income.FourthQuintile","pop","white","hispanic","africanamerican","asian","twoormoreraces","educated","unemployed","notworkforce","gini","rent","State","UrbanArea","pct_white","pct_africanamerican","pct_asian","pct_hispanic","pct_twoormoreraces","pct_highed","pct_unem"
"2276","Needles, CA--AZ","61435",34950,40.8,17290,28703,43442,75292,8562,6445,2187,158,122,533,423,410,3014,0.463,656," CA--AZ","Needles",0.75274468582107,0.0184536323288951,0.0142490072412988,0.255430974071479,0.0622518103246905,0.0494043447792572,0.0739005046863735
"2277","Needville, TX","61462",57885,33.9,24740,45681,67704,109150,2889,2363,556,422,0,50,303,34,763,0.4474,813," TX","Needville",0.817930079612323,0.14607130494981,0,0.19245413637937,0.017307026652821,0.104880581516096,0.0159924741298213
"2278","Nelson, GA","61478",49194,41.1,31630,43496,61493,92056,4305,4056,133,42,26,73,576,185,1192,0.3423,888," GA","Nelson",0.942160278745645,0.00975609756097561,0.00603948896631823,0.0308943089430894,0.0169570267131243,0.133797909407666,0.0594282043045294
"2279","Nelsonville, OH","61489",25210,30.9,10055,20333,32532,55300,6584,6120,113,285,11,161,365,555,3100,0.4774,601," OH","Nelsonville",0.929526123936817,0.0432867557715674,0.00167071688942892,0.0171628189550425,0.024453219927096,0.0554374240583232,0.159299655568312
"2280","Neodesha, KS","61516",35354,38.8,17537,30417,43611,61643,2404,2260,90,7,38,47,220,91,710,0.3778,575," KS","Neodesha",0.940099833610649,0.00291181364392679,0.0158069883527454,0.0374376039933444,0.0195507487520799,0.0915141430948419,0.0537190082644628
"2281","Neosho, MO","61543",36972,33.8,16440,29504,45373,70605,11950,10317,1422,326,103,364,1293,316,3765,0.413,564," MO","Neosho",0.863347280334728,0.0272803347280335,0.00861924686192469,0.118995815899582,0.0304602510460251,0.108200836820084,0.0386072083078803
"2282","Nephi, UT","61570",55592,30.3,26957,50905,59696,82619,5362,5080,347,0,5,46,503,139,1168,0.3086,820," UT","Nephi",0.947407683700112,0,0.00093248787765759,0.0647146587094368,0.00857888847444983,0.0938082804923536,0.0331425846447306
"2283","Nevada, IA","61597",55654,36.8,27290,46072,64857,91978,6794,6581,299,69,33,92,1044,238,1490,0.3761,633," IA","Nevada",0.968648807771563,0.0101560200176626,0.00485722696496909,0.0440094200765381,0.0135413600235502,0.153664998528113,0.0448717948717949
"2284","Nevada, MO","61624",31388,36.3,15573,25672,40380,61835,9045,8581,348,114,129,152,774,250,2859,0.4368,627," MO","Nevada",0.948700939745716,0.0126036484245439,0.0142620232172471,0.0384742951907131,0.0168048645660586,0.0855721393034826,0.0404138376980278
"2285","New Albany, MS","61651",33482,33.5,14527,26569,44165,74625,6935,4209,678,1932,192,246,876,410,2122,0.4865,665," MS","New Albany",0.606921413121846,0.27858687815429,0.0276856524873828,0.0977649603460707,0.0354722422494593,0.126315789473684,0.0851859547060046
"2286","Newark, NY","61678",34467,42.7,14555,28197,46472,74494,13034,11264,838,1090,49,391,1496,788,4491,0.4454,626," NY","Newark",0.864201319625595,0.0836274359367807,0.0037593984962406,0.0642933865275434,0.0299984655516342,0.114776737762774,0.0922392602130399
"2287","Newark, OH","61705",41301,37.8,17436,32441,52597,83415,76614,71242,1174,2281,650,2082,9806,3497,22809,0.458,705," OH","Newark",0.929882266948599,0.0297726264129271,0.00848408906988279,0.0153235701046806,0.0271751899130707,0.127992272952724,0.0649939596691757
"2288","Newaygo, MI","61732",36005,35.1,16758,29669,47784,73620,3653,3467,389,21,24,6,309,149,1245,0.4432,661," MI","Newaygo",0.949082945524227,0.00574869969887763,0.00656994251300301,0.10648781823159,0.00164248562825075,0.0845880098549138,0.0618770764119601
"2289","New Baden, IL","61759",67321,39.7,29722,60965,77400,107952,3588,3306,46,166,69,47,671,20,764,0.342,931," IL","New Baden",0.921404682274248,0.0462653288740245,0.0192307692307692,0.0128205128205128,0.0130992196209588,0.18701226309922,0.00708215297450425
"2290","New Bedford, MA","61786",44389,39.2,16437,33665,56379,92494,148943,119845,17908,7837,2302,5407,20047,8014,45588,0.4618,781," MA","New Bedford",0.804636673089705,0.0526174442571991,0.0154555769656849,0.120233914987613,0.0363024781292172,0.134595113566935,0.0775385806201925
"2291","Newberg, OR","61813",57145,33.6,27265,45939,69800,102849,27075,23686,3863,178,468,1055,4258,1095,7260,0.3963,967," OR","Newberg",0.87482917820868,0.00657433056325023,0.0172853185595568,0.142677746999077,0.0389658356417359,0.157266851338873,0.0552611657834974
"2292","New Bern, NC","61840",49040,39.9,20968,39406,60930,93389,50937,35461,2517,11526,1535,1365,9654,3121,15836,0.4633,853," NC","New Bern",0.696173704772562,0.226279521762177,0.0301352651314369,0.0494139819777372,0.0267978090582484,0.189528240768008,0.0889148457308909
"2293","Newberry, MI","61867",32847,41,15660,27433,39675,64114,3180,2139,58,612,16,92,206,133,1794,0.4264,587," MI","Newberry",0.672641509433962,0.192452830188679,0.0050314465408805,0.0182389937106918,0.0289308176100629,0.0647798742138365,0.095959595959596
"2294","Newberry, SC","61894",33121,34.4,12859,25234,44274,66033,11811,4858,1248,5516,178,173,1602,557,4071,0.469,628," SC","Newberry",0.411311489289645,0.467022267377868,0.0150706968080603,0.105664211328423,0.0146473626280586,0.135636271272543,0.0719638242894057
"2295","New Boston, TX","61921",32432,40.5,12031,22153,42780,70457,4701,3466,95,999,55,124,398,236,1611,0.4664,639," TX","New Boston",0.737289938310998,0.212507977026165,0.0116996383748139,0.0202084662837694,0.0263773665177622,0.0846628376941076,0.0763754045307443
"2296","New Bremen--Minster, OH","61975",66087,38.9,27387,51766,78869,107026,7525,7442,84,2,18,39,1317,198,1604,0.3803,616," OH","New Bremen--Minster",0.988970099667774,0.00026578073089701,0.00239202657807309,0.0111627906976744,0.00518272425249169,0.175016611295681,0.0334402972470866
"2297","New Carlisle, IN","62056",62018,33.6,30763,49446,75241,105333,4536,4404,86,14,7,90,636,225,967,0.3454,689," IN","New Carlisle",0.970899470899471,0.00308641975308642,0.00154320987654321,0.0189594356261023,0.0198412698412698,0.14021164021164,0.0630428691510227
"2298","New Castle, CO","62110",63851,32.6,24971,50927,80102,107132,4822,4697,1552,21,12,61,848,291,637,0.3891,1594," CO","New Castle",0.974077146412277,0.00435503940273745,0.0024885939444214,0.321858150145168,0.0126503525508088,0.175860638739112,0.0695340501792115
"2299","New Castle, IN","62137",33698,41.4,13801,27480,39929,61604,22288,20223,540,743,140,909,2087,1164,10048,0.4524,620," IN","New Castle",0.907349246231156,0.0333363244795406,0.00628140703517588,0.0242282842785355,0.0407842785355348,0.093637832017229,0.0950980392156863
"2300","New Castle, PA","62164",38471,44.9,15263,29448,48781,77002,40636,35879,510,3274,216,953,5382,1578,14906,0.4605,609," PA","New Castle",0.882936312629196,0.080568953637169,0.00531548380746136,0.0125504478787282,0.0234521114282902,0.132444138202579,0.0613291877186164
"2301","Newcastle, WY","62191",44087,34.1,18550,38238,53952,87783,3319,2958,211,0,98,80,336,60,977,0.4146,745," WY","Newcastle",0.891232298885206,0,0.0295269659536005,0.0635733654715276,0.0241036456764086,0.101235311840916,0.0256191289496157
"2302","Newcomerstown, OH","62218",37449,44.5,17122,29861,49196,67278,4253,3873,84,262,36,82,231,157,1660,0.3689,616," OH","Newcomerstown",0.910651304961204,0.0616035739478016,0.00846461321420174,0.0197507641664707,0.0192805078767929,0.0543146014577945,0.0605476282298496
"2303","New Concord, OH","62245",43810,22.2,18351,30141,63045,89176,3199,2954,93,98,60,62,487,130,1284,0.4399,619," OH","New Concord",0.923413566739606,0.0306345733041575,0.0187558612066271,0.029071584870272,0.0193810565801813,0.152235073460456,0.0678851174934726
"2304","New Cordell, OK","62272",43047,42.8,22727,32467,53820,87235,2917,2724,181,0,13,102,329,46,923,0.4787,705," OK","New Cordell",0.93383613301337,0,0.00445663352759685,0.0620500514226945,0.0349674322934522,0.112787110044566,0.0230692076228686
"2305","Newfane, NY","62326",52451,41.7,21586,42611,65878,92575,5180,5105,24,15,0,52,818,200,1651,0.3896,606," NY","Newfane",0.985521235521235,0.0028957528957529,0,0.00463320463320463,0.01003861003861,0.157915057915058,0.0566732785491641
"2306","New Freedom--Shrewsbury, PA--MD","62353",74900,43.8,34444,60344,92876,129333,14335,13599,320,293,233,104,2935,535,3676,0.374,867," PA--MD","New Freedom--Shrewsbury",0.948657132891524,0.0204394837809557,0.01625392396233,0.0223229856993373,0.00725497035228462,0.204743634461109,0.0501923257341214
"2307","New Hampton, IA","62380",40276,40.1,19000,33183,44737,70340,3320,3232,109,36,40,0,370,121,976,0.3775,550," IA","New Hampton",0.973493975903614,0.0108433734939759,0.0120481927710843,0.0328313253012048,0,0.11144578313253,0.0516211604095563
"2308","New Haven, CT","62407",61618,39.3,24158,48029,78731,125110,562663,413603,82240,81299,22433,12590,138205,30300,153832,0.4711,1107," CT","New Haven",0.735081212022116,0.144489685655534,0.0398693356414052,0.146162089918832,0.0223757382305216,0.245626600647279,0.0741137536047903
"2309","New Lebanon, OH","62461",36948,33.6,16425,31298,43615,71196,4223,4202,33,21,0,0,153,190,1368,0.3904,622," OH","New Lebanon",0.995027231825716,0.00497276817428368,0,0.00781434998816008,0,0.036230168126924,0.0665499124343257
"2310","New Lexington, OH","62488",34232,31.9,12585,26214,41962,72284,4934,4678,56,28,0,201,208,282,1299,0.422,595," OH","New Lexington",0.948115119578435,0.00567490879610863,0,0.0113498175922173,0.0407377381434941,0.0421564653425213,0.0775790921595598
"2311","New London, MN","62505",53317,43.5,25877,41890,64819,93848,3306,3249,111,3,0,38,707,64,973,0.4653,704," MN","New London",0.982758620689655,0.000907441016333938,0,0.0335753176043557,0.0114942528735632,0.213853599516031,0.0274324903557651
"2312","New London, WI","62515",48275,38,23570,42443,56788,79431,7524,7182,555,198,24,33,751,355,1877,0.3616,656," WI","New London",0.954545454545455,0.0263157894736842,0.00318979266347687,0.0737639553429027,0.0043859649122807,0.0998139287612972,0.0628652381795644
"2313","New Madrid, MO","62542",28125,45.1,11388,22288,50529,89900,3139,2143,9,863,0,115,315,223,1049,0.6058,452," MO","New Madrid",0.682701497292131,0.274928321121376,0,0.00286715514495062,0.0366358712965913,0.100350430073272,0.106698564593301
"2314","Newman, CA","62569",43722,31.1,19676,33914,52750,72818,10553,8892,7157,161,177,249,613,904,2629,0.4025,1013," CA","Newman",0.842603998862883,0.0152563252155785,0.0167724817587416,0.678195773713636,0.0235951862029755,0.0580877475599356,0.114083796062595
"2315","New Martinsville, WV--OH","62623",40379,44.9,16009,31121,48754,76286,5928,5826,67,8,61,33,617,146,2461,0.452,544," WV--OH","New Martinsville",0.982793522267207,0.00134952766531714,0.0102901484480432,0.011302294197031,0.0055668016194332,0.104082321187584,0.0421113354485146
"2316","New Orleans, LA","62677",44274,36.6,16756,33713,56887,96016,932981,486331,86847,374597,30689,15893,172049,44104,270253,0.5048,914," LA","New Orleans",0.521265706375585,0.401505496896507,0.0328934887205634,0.0930854969179437,0.0170346448641505,0.184407828240875,0.0665491725111961
"2317","New Philadelphia--Dover, OH","62731",40592,40.5,17267,32063,50666,78620,47223,45252,1623,620,153,647,5148,1894,14108,0.4367,650," OH","New Philadelphia--Dover",0.958261863922241,0.0131291955191326,0.00323994663617305,0.0343688456896004,0.013700950807869,0.109014675052411,0.0571946247923902
"2318","Newport, AR","62758",26954,41.4,10355,20560,39133,59476,5070,3355,169,1481,45,108,494,239,1745,0.4902,530," AR","Newport",0.661735700197239,0.292110453648915,0.00887573964497041,0.0333333333333333,0.021301775147929,0.0974358974358974,0.0718796992481203
"2319","Newport, NH","62785",42272,44.4,16547,40164,55900,81054,3420,3028,57,0,96,78,558,95,982,0.3855,781," NH","Newport",0.885380116959064,0,0.0280701754385965,0.0166666666666667,0.0228070175438597,0.163157894736842,0.0389663658736669
"2320","Newport, OR","62839",41156,45.4,17765,32514,52840,87947,11221,9701,1184,80,110,652,2426,399,3793,0.473,823," OR","Newport",0.86453970234382,0.00712948935032528,0.00980304785669726,0.105516442384814,0.0581053382051511,0.216201764548614,0.0537156704361874
"2321","Newport, PA","62866",34964,32.4,16407,26451,45089,68133,2756,2545,89,76,7,128,228,121,724,0.4168,632," PA","Newport",0.92343976777939,0.0275761973875181,0.00253991291727141,0.0322931785195936,0.04644412191582,0.0827285921625544,0.0595472440944882
"2322","Newport, TN","62893",22595,41.8,9562,18124,33443,57889,10861,10182,328,306,0,238,546,618,4035,0.5317,521," TN","Newport",0.93748273639628,0.0281742012706012,0,0.030199797440383,0.0219132676549121,0.0502716140318571,0.0905361851743334
"2323","Newport, VT","62920",30884,36.6,14258,23365,40275,64929,3994,3905,14,48,3,34,450,105,1687,0.438,665," VT","Newport",0.977716574862293,0.0120180270405608,0.000751126690035053,0.00350525788683025,0.0085127691537306,0.112669003505258,0.0455136540962289
"2324","Newport, WA--ID","62930",34948,36.5,16474,29761,42852,66813,2871,2650,113,6,12,112,286,119,1115,0.4075,726," WA--ID","Newport",0.92302333681644,0.00208986415882968,0.00417972831765935,0.0393591083246256,0.0390107976314873,0.0996168582375479,0.0677676537585421
"2325","New Prague, MN","62947",67597,33.2,24634,54566,80154,120825,7935,7765,219,3,11,52,1627,156,1384,0.4098,831," MN","New Prague",0.978575929426591,0.000378071833648393,0.00138626339004411,0.0275992438563327,0.00655324511657215,0.205040957781979,0.0238131582964433
"2326","New Richmond, OH","62964",47325,37.5,25095,43181,61200,96571,2748,2673,5,59,0,16,268,121,777,0.3889,656," OH","New Richmond",0.972707423580786,0.0214701601164483,0,0.00181950509461426,0.00582241630276565,0.0975254730713246,0.0613901572805682
"2327","New Richmond, WI","62974",53880,33.8,23895,40097,65987,99077,8152,7749,63,92,29,190,1256,485,1783,0.431,829," WI","New Richmond",0.950564278704612,0.0112855740922473,0.00355740922473013,0.00772816486751717,0.0233071638861629,0.154072620215898,0.0761501020568378
"2328","New Roads, LA","63001",46122,45.1,15963,31317,54199,80708,8031,4054,81,3891,33,53,1068,178,3166,0.4596,553," LA","New Roads",0.504793923546258,0.484497571908853,0.00410907732536421,0.0100859170713485,0.00659942721952434,0.132984684348151,0.0365878725590956
"2329","New Tazewell, TN","63028",21110,46.9,9504,16782,24870,40986,4277,4079,0,99,0,90,175,90,2275,0.4505,454," TN","New Tazewell",0.953705868599486,0.0231470657002572,0,0,0.0210427870002338,0.0409165302782324,0.044955044955045
"2330","Newton, IL","63055",41625,44.8,18410,31750,51123,80164,2979,2953,9,12,0,7,375,114,864,0.4096,544," IL","Newton",0.991272239006378,0.0040281973816717,0,0.00302114803625378,0.00234978180597516,0.125881168177241,0.0539007092198582
"2331","Newton, IA","63082",44223,41.9,19830,35150,54677,80995,15457,14869,94,165,142,253,1984,445,4845,0.4169,640," IA","Newton",0.961958982985055,0.0106747751827651,0.00918677621789481,0.00608138707381769,0.0163679886135731,0.128356084621854,0.0419336600075386
"2332","Newton, KS","63109",44265,38.9,20744,35145,54445,81393,20619,18620,3384,402,152,539,3625,576,5926,0.4087,690," KS","Newton",0.903050584412435,0.0194965808235123,0.00737184150540763,0.164120471409865,0.0261409379698336,0.175808720112518,0.0392023412509358
"2333","Newton, MS","63136",32850,43,15534,30382,39368,68900,2686,879,75,1775,0,32,333,89,1076,0.3778,542," MS","Newton",0.327252419955324,0.660833953834698,0,0.0279225614296351,0.0119136262099777,0.12397617274758,0.0552795031055901
"2334","Newton, NJ","63137",57224,42.7,22153,46008,74860,118306,11903,10424,1244,838,180,133,2315,585,3587,0.4455,1083," NJ","Newton",0.875745610350332,0.0704024195580946,0.0151222380912375,0.104511467697219,0.0111736537007477,0.194488784340082,0.0703463203463204
"2335","New Ulm, MN","63163",46105,40.9,20883,37039,56636,87476,13224,12970,208,33,59,105,2334,345,3406,0.4389,600," MN","New Ulm",0.980792498487598,0.00249546279491833,0.0044615849969752,0.0157289776164549,0.00794010889292196,0.176497277676951,0.0351395396211041
"2336","New Wilmington, PA","63190",49018,21.4,19786,35100,60321,91750,2636,2580,31,38,6,8,496,19,1316,0.4401,706," PA","New Wilmington",0.978755690440061,0.0144157814871017,0.00227617602427921,0.0117602427921093,0.00303490136570561,0.188163884673748,0.0143939393939394
"2337","New York--Newark, NY--NJ--CT","63217",66069,37.6,23676,50431,84792,140134,18645450,10786549,4466549,3329641,1996433,528167,4724286,905699,5258036,0.5087,1248," NY--NJ--CT","New York--Newark",0.578508376038122,0.178576596435055,0.107073468326053,0.239551686872669,0.0283268572225395,0.253374737536504,0.0676530209643177
"2338","Nicholasville, KY","63244",44500,34.3,19084,34551,55680,81333,28599,26307,1014,1260,62,462,3810,1683,7008,0.4227,798," KY","Nicholasville",0.919857337669149,0.044057484527431,0.0021679079688101,0.0354557851673135,0.0161544109933914,0.133221441309137,0.0779491454772822
"2339","Nine Mile Falls, WA","63271",70606,41.7,32808,59114,78719,101134,4444,4152,130,0,25,234,536,135,1117,0.3277,1340," WA","Nine Mile Falls",0.934293429342934,0,0.00562556255625563,0.0292529252925293,0.0526552655265527,0.120612061206121,0.0405770964833183
"2340","Nipomo, CA","63282",57428,41,27804,49937,77446,111955,16327,13893,5857,152,331,907,2909,714,4999,0.4535,1405," CA","Nipomo",0.850921785998653,0.00930973234519508,0.0202731671464445,0.358730936485576,0.0555521528756048,0.178171127580082,0.0630296610169492
"2341","Nocona, TX","63298",37115,40.4,15587,27918,44869,64093,2826,2633,444,1,3,110,178,18,1176,0.4746,448," TX","Nocona",0.93170559094126,0.000353857041755131,0.00106157112526539,0.157112526539278,0.0389242745930644,0.0629865534324133,0.0109090909090909
"2342","Nogales, AZ","63325",33589,32.6,13324,25704,45529,74072,32116,23147,29989,146,229,459,3109,1737,9726,0.4704,565," AZ","Nogales",0.720731099763358,0.00454602067505293,0.00713040229169261,0.933771328932619,0.0142919417112966,0.0968053306762984,0.0775792764627066
